clip,frame,source,orig_x,orig_y,orig_w,orig_h,orig_cx,orig_cy,x,y,w,h,confidence,notes,track_id,rank,verified_score,selected,learned_score
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,170,e271_gapfix_top1_dark_candidate_v1,160.0,151.0,34.0,34.0,177.0,168.0,80.0,75.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=132.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,171,e271_gapfix_top1_dark_candidate_v1,160.0,151.0,34.0,34.0,177.0,168.0,80.0,75.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=132.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,172,e271_gapfix_top1_dark_candidate_v1,161.0,150.0,34.0,34.0,178.0,167.0,80.5,75.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=134.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,173,e271_gapfix_top1_dark_candidate_v1,161.0,150.0,34.0,34.0,178.0,167.0,80.5,75.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=134.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,174,e271_gapfix_top1_dark_candidate_v1,162.0,149.0,34.0,34.0,179.0,166.0,81.0,74.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=132.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,175,e271_gapfix_top1_dark_candidate_v1,163.0,148.0,34.0,34.0,180.0,165.0,81.5,74.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=132.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,176,e271_gapfix_top1_dark_candidate_v1,163.0,148.0,34.0,34.0,180.0,165.0,81.5,74.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=132.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,177,e271_gapfix_top1_dark_candidate_v1,142.0,145.0,34.0,34.0,159.0,162.0,71.0,72.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=128.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,178,e271_gapfix_top1_dark_candidate_v1,142.0,145.0,34.0,34.0,159.0,162.0,71.0,72.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=128.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,179,e271_gapfix_top1_dark_candidate_v1,143.0,144.0,34.0,34.0,160.0,161.0,71.5,72.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=124.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,180,e271_gapfix_top1_dark_candidate_v1,167.0,145.0,34.0,34.0,184.0,162.0,83.5,72.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=128.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,181,e271_gapfix_top1_dark_candidate_v1,167.0,145.0,34.0,34.0,184.0,162.0,83.5,72.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=128.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,182,e271_gapfix_top1_dark_candidate_v1,168.0,144.0,34.0,34.0,185.0,161.0,84.0,72.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=133.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,183,e271_gapfix_top1_dark_candidate_v1,168.0,144.0,34.0,34.0,185.0,161.0,84.0,72.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=133.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,184,e271_gapfix_top1_dark_candidate_v1,169.0,143.0,34.0,34.0,186.0,160.0,84.5,71.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=130.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,185,e271_gapfix_top1_dark_candidate_v1,170.0,143.0,34.0,34.0,187.0,160.0,85.0,71.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=130.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,186,e271_gapfix_top1_dark_candidate_v1,170.0,143.0,34.0,34.0,187.0,160.0,85.0,71.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=130.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,187,e271_gapfix_top1_dark_candidate_v1,171.0,142.0,34.0,34.0,188.0,159.0,85.5,71.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=131.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,188,e271_gapfix_top1_dark_candidate_v1,171.0,142.0,34.0,34.0,188.0,159.0,85.5,71.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=131.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,189,e271_gapfix_top1_dark_candidate_v1,147.0,149.0,34.0,34.0,164.0,166.0,73.5,74.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=131.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,190,e271_gapfix_top1_dark_candidate_v1,172.0,141.0,34.0,34.0,189.0,158.0,86.0,70.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=132.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,191,e271_gapfix_top1_dark_candidate_v1,172.0,141.0,34.0,34.0,189.0,158.0,86.0,70.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=132.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,192,e271_gapfix_top1_dark_candidate_v1,148.0,148.0,34.0,34.0,165.0,165.0,74.0,74.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=134.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,193,e271_gapfix_top1_dark_candidate_v1,148.0,148.0,34.0,34.0,165.0,165.0,74.0,74.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=134.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,194,e271_gapfix_top1_dark_candidate_v1,149.0,148.0,34.0,34.0,166.0,165.0,74.5,74.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=128.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,195,e271_gapfix_top1_dark_candidate_v1,174.0,139.0,34.0,34.0,191.0,156.0,87.0,69.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=130.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,196,e271_gapfix_top1_dark_candidate_v1,174.0,139.0,34.0,34.0,191.0,156.0,87.0,69.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=130.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,197,e271_gapfix_top1_dark_candidate_v1,150.0,147.0,34.0,34.0,167.0,164.0,75.0,73.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=132.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,198,e271_gapfix_top1_dark_candidate_v1,150.0,147.0,34.0,34.0,167.0,164.0,75.0,73.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=132.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,199,e271_gapfix_top1_dark_candidate_v1,150.0,147.0,34.0,34.0,167.0,164.0,75.0,73.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=129.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,200,e271_gapfix_top1_dark_candidate_v1,150.0,146.0,34.0,34.0,167.0,163.0,75.0,73.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=131.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,201,e271_gapfix_top1_dark_candidate_v1,150.0,146.0,34.0,34.0,167.0,163.0,75.0,73.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=129.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,202,e271_gapfix_top1_dark_candidate_v1,150.0,146.0,34.0,34.0,167.0,163.0,75.0,73.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=129.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,203,e271_gapfix_top1_dark_candidate_v1,150.0,146.0,34.0,34.0,167.0,163.0,75.0,73.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=127.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,204,e271_gapfix_top1_dark_candidate_v1,175.0,139.0,34.0,34.0,192.0,156.0,87.5,69.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=127.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,205,e271_gapfix_top1_dark_candidate_v1,175.0,139.0,34.0,34.0,192.0,156.0,87.5,69.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=126.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,206,e271_gapfix_top1_dark_candidate_v1,151.0,147.0,34.0,34.0,168.0,164.0,75.5,73.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=126.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,207,e271_gapfix_top1_dark_candidate_v1,151.0,147.0,34.0,34.0,168.0,164.0,75.5,73.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=131.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,208,e271_gapfix_top1_dark_candidate_v1,151.0,147.0,34.0,34.0,168.0,164.0,75.5,73.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=131.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,209,e271_gapfix_top1_dark_candidate_v1,151.0,147.0,34.0,34.0,168.0,164.0,75.5,73.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=128.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,210,e271_gapfix_top1_dark_candidate_v1,151.0,148.0,34.0,34.0,168.0,165.0,75.5,74.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=130.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,211,e271_gapfix_top1_dark_candidate_v1,151.0,148.0,34.0,34.0,168.0,165.0,75.5,74.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=130.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,212,e271_gapfix_top1_dark_candidate_v1,151.0,148.0,34.0,34.0,168.0,165.0,75.5,74.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=126.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,213,e271_gapfix_top1_dark_candidate_v1,151.0,148.0,34.0,34.0,168.0,165.0,75.5,74.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=126.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,214,e271_gapfix_top1_dark_candidate_v1,150.0,149.0,34.0,34.0,167.0,166.0,75.0,74.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=129.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,215,e271_gapfix_top1_dark_candidate_v1,175.0,142.0,34.0,34.0,192.0,159.0,87.5,71.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=128.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,216,e271_gapfix_top1_dark_candidate_v1,175.0,142.0,34.0,34.0,192.0,159.0,87.5,71.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=128.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,217,e271_gapfix_top1_dark_candidate_v1,150.0,151.0,34.0,34.0,167.0,168.0,75.0,75.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=131.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,218,e271_gapfix_top1_dark_candidate_v1,150.0,151.0,34.0,34.0,167.0,168.0,75.0,75.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=131.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,219,e271_gapfix_top1_dark_candidate_v1,150.0,152.0,34.0,34.0,167.0,169.0,75.0,76.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=136.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,220,e271_gapfix_top1_dark_candidate_v1,174.0,145.0,34.0,34.0,191.0,162.0,87.0,72.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=130.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,221,e271_gapfix_top1_dark_candidate_v1,174.0,145.0,34.0,34.0,191.0,162.0,87.0,72.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=130.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,222,e271_gapfix_top1_dark_candidate_v1,149.0,154.0,34.0,34.0,166.0,171.0,74.5,77.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=137.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,223,e271_gapfix_top1_dark_candidate_v1,149.0,154.0,34.0,34.0,166.0,171.0,74.5,77.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=137.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,224,e271_gapfix_top1_dark_candidate_v1,149.0,155.0,34.0,34.0,166.0,172.0,74.5,77.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=132.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,225,e271_gapfix_top1_dark_candidate_v1,148.0,156.0,34.0,34.0,165.0,173.0,74.0,78.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=133.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,226,e271_gapfix_top1_dark_candidate_v1,148.0,156.0,34.0,34.0,165.0,173.0,74.0,78.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=133.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,227,e271_gapfix_top1_dark_candidate_v1,172.0,150.0,34.0,34.0,189.0,167.0,86.0,75.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=127.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,228,e271_gapfix_top1_dark_candidate_v1,172.0,150.0,34.0,34.0,189.0,167.0,86.0,75.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=127.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,229,e271_gapfix_top1_dark_candidate_v1,147.0,159.0,34.0,34.0,164.0,176.0,73.5,79.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=130.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,230,e271_gapfix_top1_dark_candidate_v1,146.0,160.0,34.0,34.0,163.0,177.0,73.0,80.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=132.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,231,e271_gapfix_top1_dark_candidate_v1,146.0,160.0,34.0,34.0,163.0,177.0,73.0,80.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=132.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,232,e271_gapfix_top1_dark_candidate_v1,146.0,162.0,34.0,34.0,163.0,179.0,73.0,81.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=127.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,233,e271_gapfix_top1_dark_candidate_v1,146.0,162.0,34.0,34.0,163.0,179.0,73.0,81.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=127.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,234,e271_gapfix_top1_dark_candidate_v1,145.0,163.0,34.0,34.0,162.0,180.0,72.5,81.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=126.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,235,e271_gapfix_top1_dark_candidate_v1,147.0,156.0,34.0,34.0,164.0,173.0,73.5,78.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=125.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,236,e271_gapfix_top1_dark_candidate_v1,147.0,156.0,34.0,34.0,164.0,173.0,73.5,78.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=125.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,237,e271_gapfix_top1_dark_candidate_v1,144.0,165.0,34.0,34.0,161.0,182.0,72.0,82.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=124.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,238,e271_gapfix_top1_dark_candidate_v1,144.0,165.0,34.0,34.0,161.0,182.0,72.0,82.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=124.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,239,e271_gapfix_top1_dark_candidate_v1,146.0,158.0,34.0,34.0,163.0,175.0,73.0,79.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=123.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,240,e271_gapfix_top1_dark_candidate_v1,143.0,166.0,34.0,34.0,160.0,183.0,71.5,83.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=126.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,241,e271_gapfix_top1_dark_candidate_v1,143.0,166.0,34.0,34.0,160.0,183.0,71.5,83.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=126.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,242,e271_gapfix_top1_dark_candidate_v1,142.0,167.0,34.0,34.0,159.0,184.0,71.0,83.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=123.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,243,e271_gapfix_top1_dark_candidate_v1,142.0,167.0,34.0,34.0,159.0,184.0,71.0,83.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=123.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,244,e271_gapfix_top1_dark_candidate_v1,142.0,167.0,34.0,34.0,159.0,184.0,71.0,83.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=124.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,245,e271_gapfix_top1_dark_candidate_v1,164.0,161.0,34.0,34.0,181.0,178.0,82.0,80.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=121.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,246,e271_gapfix_top1_dark_candidate_v1,164.0,161.0,34.0,34.0,181.0,178.0,82.0,80.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=121.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,247,e271_gapfix_top1_dark_candidate_v1,141.0,168.0,34.0,34.0,158.0,185.0,70.5,84.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=122.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,248,e271_gapfix_top1_dark_candidate_v1,141.0,168.0,34.0,34.0,158.0,185.0,70.5,84.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=122.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,249,e271_gapfix_top1_dark_candidate_v1,140.0,168.0,34.0,34.0,157.0,185.0,70.0,84.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=125.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,250,e271_gapfix_top1_dark_candidate_v1,151.0,159.0,34.0,34.0,168.0,176.0,75.5,79.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=121.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,251,e271_gapfix_top1_dark_candidate_v1,151.0,159.0,34.0,34.0,168.0,176.0,75.5,79.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=121.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,252,e271_gapfix_top1_dark_candidate_v1,139.0,168.0,34.0,34.0,156.0,185.0,69.5,84.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=125.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,253,e271_gapfix_top1_dark_candidate_v1,139.0,168.0,34.0,34.0,156.0,185.0,69.5,84.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=125.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,254,e271_gapfix_top1_dark_candidate_v1,138.0,168.0,34.0,34.0,155.0,185.0,69.0,84.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=122.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,255,e271_gapfix_top1_dark_candidate_v1,149.0,160.0,34.0,34.0,166.0,177.0,74.5,80.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=121.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,256,e271_gapfix_top1_dark_candidate_v1,149.0,160.0,34.0,34.0,166.0,177.0,74.5,80.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=121.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,257,e271_gapfix_top1_dark_candidate_v1,148.0,160.0,34.0,34.0,165.0,177.0,74.0,80.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=120.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,258,e271_gapfix_top1_dark_candidate_v1,148.0,160.0,34.0,34.0,165.0,177.0,74.0,80.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=120.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,259,e271_gapfix_top1_dark_candidate_v1,148.0,160.0,34.0,34.0,165.0,177.0,74.0,80.0,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=120.0,e271_gapfix_v1,,,1,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,260,e271_gapfix_top1_dark_candidate_v1,136.0,169.0,34.0,34.0,153.0,186.0,68.0,84.5,17.0,17.0,high,e271 reel gap 25-36; top1 dark candidate visually on large visible drone; dark_response=122.0,e271_gapfix_v1,,,1,1.0
