clip,frame,source,orig_x,orig_y,orig_w,orig_h,orig_cx,orig_cy,x,y,w,h,det_x,det_y,det_w,det_h,visible,confidence,notes
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,227,manual_key_interp_v2,157.95,158.2,41.3,39.3,178.6,177.85,78.97,79.1,20.65,19.65,78.97,79.1,20.65,19.65,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,228,manual_key_interp_v2,157.8,158.8,41.2,39.2,178.4,178.4,78.9,79.4,20.6,19.6,78.9,79.4,20.6,19.6,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,229,manual_key_interp_v2,157.65,159.4,41.1,39.1,178.2,178.95,78.82,79.7,20.55,19.55,78.82,79.7,20.55,19.55,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,230,manual_key_interp_v2,157.5,160.0,41.0,39.0,178.0,179.5,78.75,80.0,20.5,19.5,78.75,80.0,20.5,19.5,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,231,manual_key_interp_v2,157.35,160.6,40.9,38.9,177.8,180.05,78.68,80.3,20.45,19.45,78.68,80.3,20.45,19.45,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,232,manual_key_interp_v2,157.2,161.2,40.8,38.8,177.6,180.6,78.6,80.6,20.4,19.4,78.6,80.6,20.4,19.4,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,233,manual_key_interp_v2,157.05,161.8,40.7,38.7,177.4,181.15,78.53,80.9,20.35,19.35,78.53,80.9,20.35,19.35,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,234,manual_key_interp_v2,156.9,162.4,40.6,38.6,177.2,181.7,78.45,81.2,20.3,19.3,78.45,81.2,20.3,19.3,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,235,manual_key_interp_v2,156.75,163.0,40.5,38.5,177.0,182.25,78.38,81.5,20.25,19.25,78.38,81.5,20.25,19.25,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,236,manual_key_interp_v2,156.6,163.6,40.4,38.4,176.8,182.8,78.3,81.8,20.2,19.2,78.3,81.8,20.2,19.2,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,237,manual_key_interp_v2,156.45,164.2,40.3,38.3,176.6,183.35,78.22,82.1,20.15,19.15,78.22,82.1,20.15,19.15,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,238,manual_key_interp_v2,156.3,164.8,40.2,38.2,176.4,183.9,78.15,82.4,20.1,19.1,78.15,82.4,20.1,19.1,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,239,manual_key_interp_v2,156.15,165.4,40.1,38.1,176.2,184.45,78.07,82.7,20.05,19.05,78.07,82.7,20.05,19.05,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,240,manual_keyframe_v2,156.0,166.0,40.0,38.0,176.0,185.0,78.0,83.0,20.0,19.0,78.0,83.0,20.0,19.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,241,manual_key_interp_v2,155.4,165.95,39.9,37.9,175.35,184.9,77.7,82.98,19.95,18.95,77.7,82.98,19.95,18.95,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,242,manual_key_interp_v2,154.8,165.9,39.8,37.8,174.7,184.8,77.4,82.95,19.9,18.9,77.4,82.95,19.9,18.9,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,243,manual_key_interp_v2,154.2,165.85,39.7,37.7,174.05,184.7,77.1,82.92,19.85,18.85,77.1,82.92,19.85,18.85,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,244,manual_key_interp_v2,153.6,165.8,39.6,37.6,173.4,184.6,76.8,82.9,19.8,18.8,76.8,82.9,19.8,18.8,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,245,manual_key_interp_v2,153.0,165.75,39.5,37.5,172.75,184.5,76.5,82.88,19.75,18.75,76.5,82.88,19.75,18.75,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,246,manual_key_interp_v2,152.4,165.7,39.4,37.4,172.1,184.4,76.2,82.85,19.7,18.7,76.2,82.85,19.7,18.7,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,247,manual_key_interp_v2,151.8,165.65,39.3,37.3,171.45,184.3,75.9,82.83,19.65,18.65,75.9,82.83,19.65,18.65,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,248,manual_key_interp_v2,151.2,165.6,39.2,37.2,170.8,184.2,75.6,82.8,19.6,18.6,75.6,82.8,19.6,18.6,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,249,manual_key_interp_v2,150.6,165.55,39.1,37.1,170.15,184.1,75.3,82.77,19.55,18.55,75.3,82.77,19.55,18.55,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,250,manual_key_interp_v2,150.0,165.5,39.0,37.0,169.5,184.0,75.0,82.75,19.5,18.5,75.0,82.75,19.5,18.5,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,251,manual_key_interp_v2,149.4,165.45,38.9,36.9,168.85,183.9,74.7,82.73,19.45,18.45,74.7,82.73,19.45,18.45,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,252,manual_key_interp_v2,148.8,165.4,38.8,36.8,168.2,183.8,74.4,82.7,19.4,18.4,74.4,82.7,19.4,18.4,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,253,manual_key_interp_v2,148.2,165.35,38.7,36.7,167.55,183.7,74.1,82.67,19.35,18.35,74.1,82.67,19.35,18.35,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,254,manual_key_interp_v2,147.6,165.3,38.6,36.6,166.9,183.6,73.8,82.65,19.3,18.3,73.8,82.65,19.3,18.3,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,255,manual_key_interp_v2,147.0,165.25,38.5,36.5,166.25,183.5,73.5,82.62,19.25,18.25,73.5,82.62,19.25,18.25,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,256,manual_key_interp_v2,146.4,165.2,38.4,36.4,165.6,183.4,73.2,82.6,19.2,18.2,73.2,82.6,19.2,18.2,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,257,manual_key_interp_v2,145.8,165.15,38.3,36.3,164.95,183.3,72.9,82.58,19.15,18.15,72.9,82.58,19.15,18.15,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,258,manual_key_interp_v2,145.2,165.1,38.2,36.2,164.3,183.2,72.6,82.55,19.1,18.1,72.6,82.55,19.1,18.1,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,259,manual_key_interp_v2,144.6,165.05,38.1,36.1,163.65,183.1,72.3,82.52,19.05,18.05,72.3,82.52,19.05,18.05,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,260,manual_keyframe_v2,144.0,165.0,38.0,36.0,163.0,183.0,72.0,82.5,19.0,18.0,72.0,82.5,19.0,18.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,261,manual_key_interp_v2,143.95,165.95,37.8,35.8,162.85,183.85,71.97,82.97,18.9,17.9,71.97,82.97,18.9,17.9,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,262,manual_key_interp_v2,143.9,166.9,37.6,35.6,162.7,184.7,71.95,83.45,18.8,17.8,71.95,83.45,18.8,17.8,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,263,manual_key_interp_v2,143.85,167.85,37.4,35.4,162.55,185.55,71.93,83.93,18.7,17.7,71.93,83.93,18.7,17.7,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,264,manual_key_interp_v2,143.8,168.8,37.2,35.2,162.4,186.4,71.9,84.4,18.6,17.6,71.9,84.4,18.6,17.6,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,265,manual_key_interp_v2,143.75,169.75,37.0,35.0,162.25,187.25,71.88,84.88,18.5,17.5,71.88,84.88,18.5,17.5,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,266,manual_key_interp_v2,143.7,170.7,36.8,34.8,162.1,188.1,71.85,85.35,18.4,17.4,71.85,85.35,18.4,17.4,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,267,manual_key_interp_v2,143.65,171.65,36.6,34.6,161.95,188.95,71.82,85.82,18.3,17.3,71.82,85.82,18.3,17.3,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,268,manual_key_interp_v2,143.6,172.6,36.4,34.4,161.8,189.8,71.8,86.3,18.2,17.2,71.8,86.3,18.2,17.2,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,269,manual_key_interp_v2,143.55,173.55,36.2,34.2,161.65,190.65,71.78,86.78,18.1,17.1,71.78,86.78,18.1,17.1,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,270,manual_key_interp_v2,143.5,174.5,36.0,34.0,161.5,191.5,71.75,87.25,18.0,17.0,71.75,87.25,18.0,17.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,271,manual_key_interp_v2,143.45,175.45,35.8,33.8,161.35,192.35,71.72,87.72,17.9,16.9,71.72,87.72,17.9,16.9,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,272,manual_key_interp_v2,143.4,176.4,35.6,33.6,161.2,193.2,71.7,88.2,17.8,16.8,71.7,88.2,17.8,16.8,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,273,manual_key_interp_v2,143.35,177.35,35.4,33.4,161.05,194.05,71.68,88.68,17.7,16.7,71.68,88.68,17.7,16.7,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,274,manual_key_interp_v2,143.3,178.3,35.2,33.2,160.9,194.9,71.65,89.15,17.6,16.6,71.65,89.15,17.6,16.6,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,275,manual_key_interp_v2,143.25,179.25,35.0,33.0,160.75,195.75,71.62,89.62,17.5,16.5,71.62,89.62,17.5,16.5,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,276,manual_key_interp_v2,143.2,180.2,34.8,32.8,160.6,196.6,71.6,90.1,17.4,16.4,71.6,90.1,17.4,16.4,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,277,manual_key_interp_v2,143.15,181.15,34.6,32.6,160.45,197.45,71.57,90.57,17.3,16.3,71.57,90.57,17.3,16.3,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,278,manual_key_interp_v2,143.1,182.1,34.4,32.4,160.3,198.3,71.55,91.05,17.2,16.2,71.55,91.05,17.2,16.2,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,279,manual_key_interp_v2,143.05,183.05,34.2,32.2,160.15,199.15,71.53,91.53,17.1,16.1,71.53,91.53,17.1,16.1,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,280,manual_keyframe_v2,143.0,184.0,34.0,32.0,160.0,200.0,71.5,92.0,17.0,16.0,71.5,92.0,17.0,16.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,281,manual_key_interp_v2,142.75,185.3,33.8,31.8,159.65,201.2,71.38,92.65,16.9,15.9,71.38,92.65,16.9,15.9,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,282,manual_key_interp_v2,142.5,186.6,33.6,31.6,159.3,202.4,71.25,93.3,16.8,15.8,71.25,93.3,16.8,15.8,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,283,manual_key_interp_v2,142.25,187.9,33.4,31.4,158.95,203.6,71.12,93.95,16.7,15.7,71.12,93.95,16.7,15.7,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,284,manual_key_interp_v2,142.0,189.2,33.2,31.2,158.6,204.8,71.0,94.6,16.6,15.6,71.0,94.6,16.6,15.6,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,285,manual_key_interp_v2,141.75,190.5,33.0,31.0,158.25,206.0,70.88,95.25,16.5,15.5,70.88,95.25,16.5,15.5,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,286,manual_key_interp_v2,141.5,191.8,32.8,30.8,157.9,207.2,70.75,95.9,16.4,15.4,70.75,95.9,16.4,15.4,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,287,manual_key_interp_v2,141.25,193.1,32.6,30.6,157.55,208.4,70.62,96.55,16.3,15.3,70.62,96.55,16.3,15.3,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,288,manual_key_interp_v2,141.0,194.4,32.4,30.4,157.2,209.6,70.5,97.2,16.2,15.2,70.5,97.2,16.2,15.2,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,289,manual_key_interp_v2,140.75,195.7,32.2,30.2,156.85,210.8,70.38,97.85,16.1,15.1,70.38,97.85,16.1,15.1,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,290,manual_key_interp_v2,140.5,197.0,32.0,30.0,156.5,212.0,70.25,98.5,16.0,15.0,70.25,98.5,16.0,15.0,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,291,manual_key_interp_v2,140.25,198.3,31.8,29.8,156.15,213.2,70.12,99.15,15.9,14.9,70.12,99.15,15.9,14.9,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,292,manual_key_interp_v2,140.0,199.6,31.6,29.6,155.8,214.4,70.0,99.8,15.8,14.8,70.0,99.8,15.8,14.8,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,293,manual_key_interp_v2,139.75,200.9,31.4,29.4,155.45,215.6,69.88,100.45,15.7,14.7,69.88,100.45,15.7,14.7,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,294,manual_key_interp_v2,139.5,202.2,31.2,29.2,155.1,216.8,69.75,101.1,15.6,14.6,69.75,101.1,15.6,14.6,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,295,manual_key_interp_v2,139.25,203.5,31.0,29.0,154.75,218.0,69.62,101.75,15.5,14.5,69.62,101.75,15.5,14.5,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,296,manual_key_interp_v2,139.0,204.8,30.8,28.8,154.4,219.2,69.5,102.4,15.4,14.4,69.5,102.4,15.4,14.4,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,297,manual_key_interp_v2,138.75,206.1,30.6,28.6,154.05,220.4,69.38,103.05,15.3,14.3,69.38,103.05,15.3,14.3,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,298,manual_key_interp_v2,138.5,207.4,30.4,28.4,153.7,221.6,69.25,103.7,15.2,14.2,69.25,103.7,15.2,14.2,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,299,manual_key_interp_v2,138.25,208.7,30.2,28.2,153.35,222.8,69.12,104.35,15.1,14.1,69.12,104.35,15.1,14.1,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,300,manual_keyframe_v2,138.0,210.0,30.0,28.0,153.0,224.0,69.0,105.0,15.0,14.0,69.0,105.0,15.0,14.0,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,301,manual_key_interp_v2,138.3,211.3,29.9,27.9,153.25,225.25,69.15,105.65,14.95,13.95,69.15,105.65,14.95,13.95,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,302,manual_key_interp_v2,138.6,212.6,29.8,27.8,153.5,226.5,69.3,106.3,14.9,13.9,69.3,106.3,14.9,13.9,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,303,manual_key_interp_v2,138.9,213.9,29.7,27.7,153.75,227.75,69.45,106.95,14.85,13.85,69.45,106.95,14.85,13.85,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,304,manual_key_interp_v2,139.2,215.2,29.6,27.6,154.0,229.0,69.6,107.6,14.8,13.8,69.6,107.6,14.8,13.8,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,305,manual_key_interp_v2,139.5,216.5,29.5,27.5,154.25,230.25,69.75,108.25,14.75,13.75,69.75,108.25,14.75,13.75,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,306,manual_key_interp_v2,139.8,217.8,29.4,27.4,154.5,231.5,69.9,108.9,14.7,13.7,69.9,108.9,14.7,13.7,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,307,manual_key_interp_v2,140.1,219.1,29.3,27.3,154.75,232.75,70.05,109.55,14.65,13.65,70.05,109.55,14.65,13.65,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,308,manual_key_interp_v2,140.4,220.4,29.2,27.2,155.0,234.0,70.2,110.2,14.6,13.6,70.2,110.2,14.6,13.6,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,309,manual_key_interp_v2,140.7,221.7,29.1,27.1,155.25,235.25,70.35,110.85,14.55,13.55,70.35,110.85,14.55,13.55,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,310,manual_key_interp_v2,141.0,223.0,29.0,27.0,155.5,236.5,70.5,111.5,14.5,13.5,70.5,111.5,14.5,13.5,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,311,manual_key_interp_v2,141.3,224.3,28.9,26.9,155.75,237.75,70.65,112.15,14.45,13.45,70.65,112.15,14.45,13.45,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,312,manual_key_interp_v2,141.6,225.6,28.8,26.8,156.0,239.0,70.8,112.8,14.4,13.4,70.8,112.8,14.4,13.4,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,313,manual_key_interp_v2,141.9,226.9,28.7,26.7,156.25,240.25,70.95,113.45,14.35,13.35,70.95,113.45,14.35,13.35,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,314,manual_key_interp_v2,142.2,228.2,28.6,26.6,156.5,241.5,71.1,114.1,14.3,13.3,71.1,114.1,14.3,13.3,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,315,manual_key_interp_v2,142.5,229.5,28.5,26.5,156.75,242.75,71.25,114.75,14.25,13.25,71.25,114.75,14.25,13.25,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,316,manual_key_interp_v2,142.8,230.8,28.4,26.4,157.0,244.0,71.4,115.4,14.2,13.2,71.4,115.4,14.2,13.2,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,317,manual_key_interp_v2,143.1,232.1,28.3,26.3,157.25,245.25,71.55,116.05,14.15,13.15,71.55,116.05,14.15,13.15,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,318,manual_key_interp_v2,143.4,233.4,28.2,26.2,157.5,246.5,71.7,116.7,14.1,13.1,71.7,116.7,14.1,13.1,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,319,manual_key_interp_v2,143.7,234.7,28.1,26.1,157.75,247.75,71.85,117.35,14.05,13.05,71.85,117.35,14.05,13.05,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,320,manual_keyframe_v2,144.0,236.0,28.0,26.0,158.0,249.0,72.0,118.0,14.0,13.0,72.0,118.0,14.0,13.0,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,321,manual_key_interp_v2,144.0,236.25,27.9,25.9,157.95,249.2,72.0,118.12,13.95,12.95,72.0,118.12,13.95,12.95,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,322,manual_key_interp_v2,144.0,236.5,27.8,25.8,157.9,249.4,72.0,118.25,13.9,12.9,72.0,118.25,13.9,12.9,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,323,manual_key_interp_v2,144.0,236.75,27.7,25.7,157.85,249.6,72.0,118.38,13.85,12.85,72.0,118.38,13.85,12.85,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,324,manual_key_interp_v2,144.0,237.0,27.6,25.6,157.8,249.8,72.0,118.5,13.8,12.8,72.0,118.5,13.8,12.8,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,325,manual_key_interp_v2,144.0,237.25,27.5,25.5,157.75,250.0,72.0,118.62,13.75,12.75,72.0,118.62,13.75,12.75,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,326,manual_key_interp_v2,144.0,237.5,27.4,25.4,157.7,250.2,72.0,118.75,13.7,12.7,72.0,118.75,13.7,12.7,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,327,manual_key_interp_v2,144.0,237.75,27.3,25.3,157.65,250.4,72.0,118.88,13.65,12.65,72.0,118.88,13.65,12.65,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,328,manual_key_interp_v2,144.0,238.0,27.2,25.2,157.6,250.6,72.0,119.0,13.6,12.6,72.0,119.0,13.6,12.6,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,329,manual_key_interp_v2,144.0,238.25,27.1,25.1,157.55,250.8,72.0,119.12,13.55,12.55,72.0,119.12,13.55,12.55,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,330,manual_key_interp_v2,144.0,238.5,27.0,25.0,157.5,251.0,72.0,119.25,13.5,12.5,72.0,119.25,13.5,12.5,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,331,manual_key_interp_v2,144.0,238.75,26.9,24.9,157.45,251.2,72.0,119.38,13.45,12.45,72.0,119.38,13.45,12.45,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,332,manual_key_interp_v2,144.0,239.0,26.8,24.8,157.4,251.4,72.0,119.5,13.4,12.4,72.0,119.5,13.4,12.4,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,333,manual_key_interp_v2,144.0,239.25,26.7,24.7,157.35,251.6,72.0,119.62,13.35,12.35,72.0,119.62,13.35,12.35,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,334,manual_key_interp_v2,144.0,239.5,26.6,24.6,157.3,251.8,72.0,119.75,13.3,12.3,72.0,119.75,13.3,12.3,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,335,manual_key_interp_v2,144.0,239.75,26.5,24.5,157.25,252.0,72.0,119.88,13.25,12.25,72.0,119.88,13.25,12.25,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,336,manual_key_interp_v2,144.0,240.0,26.4,24.4,157.2,252.2,72.0,120.0,13.2,12.2,72.0,120.0,13.2,12.2,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,337,manual_key_interp_v2,144.0,240.25,26.3,24.3,157.15,252.4,72.0,120.12,13.15,12.15,72.0,120.12,13.15,12.15,1,medium_high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,338,manual_key_interp_v2,144.0,240.5,26.2,24.2,157.1,252.6,72.0,120.25,13.1,12.1,72.0,120.25,13.1,12.1,1,medium_high,vision_manual_keyframe_interpolation_v2
